monthly_income,total_debt,num_credit_cards,payment_history,employment_years,age_group,marital_status,good_credit
3991.0,13973.0,1,0.507,29,3,2,1
3889.0,15914.0,4,0.645,23,1,1,0
5698.0,12082.0,4,0.585,7,3,0,1
3155.0,34193.0,8,0.983,12,2,0,0
2960.0,33028.0,6,0.976,9,1,0,0
3442.0,7952.0,2,0.858,8,3,0,1
3353.0,12472.0,5,0.651,13,2,2,0
9660.0,10081.0,3,0.558,15,2,0,1
1278.0,8787.0,1,0.623,7,1,2,0
6424.0,27414.0,0,0.686,0,2,1,1
1817.0,15753.0,8,0.625,17,1,1,0
4798.0,14189.0,0,0.999,22,2,2,1
1604.0,13487.0,4,0.695,4,2,0,0
3088.0,24322.0,5,0.51,6,3,0,0
3767.0,9338.0,6,0.56,19,2,1,1
4851.0,5876.0,4,0.889,26,1,0,1
3993.0,2211.0,0,0.829,26,2,2,1
4968.0,3912.0,8,0.514,1,3,2,0
6527.0,15402.0,0,0.913,12,3,0,1
4094.0,9472.0,8,0.505,15,3,2,0
5667.0,18467.0,1,0.542,22,3,0,1
1631.0,6471.0,2,0.655,23,3,0,1
6592.0,12371.0,2,0.943,1,2,2,1
5786.0,22023.0,5,0.703,19,3,2,0
7936.0,1638.0,4,0.565,9,2,0,1
6317.0,16984.0,6,0.8,5,3,2,0
3692.0,8615.0,5,0.65,20,2,2,0
6099.0,25826.0,6,0.52,20,2,2,0
2222.0,17999.0,1,0.692,17,1,2,0
1224.0,0.0,6,0.932,0,3,0,1
4772.0,19963.0,4,0.948,10,3,1,1
6340.0,16268.0,9,0.549,2,2,0,0
6465.0,29734.0,9,0.84,6,1,0,0
